epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,137.709,0.55845,0.46495,0.97717,0.91225,0.99968,0.97179,0.8189,0.58966,0.45847,0.99193,0.0004754,0.0004754,0.0004754
79,139.43,0.56391,0.4793,0.94193,0.91196,1,0.97181,0.8189,0.57086,0.45547,0.99251,0.0004556,0.0004556,0.0004556
80,141.16,0.55096,0.44591,0.93908,0.89457,0.98077,0.97407,0.82257,0.57834,0.46022,1.00058,0.0004358,0.0004358,0.0004358
81,142.888,0.57302,0.48436,0.97745,0.91208,0.99754,0.98317,0.83203,0.58688,0.45372,1.00042,0.000416,0.000416,0.000416
82,144.662,0.56262,0.47149,0.96556,0.94443,0.98077,0.98783,0.8456,0.60264,0.43852,0.9945,0.0003962,0.0003962,0.0003962
83,146.604,0.58716,0.49509,0.95777,0.95708,0.96154,0.99039,0.84385,0.60489,0.42875,0.98833,0.0003764,0.0003764,0.0003764
84,148.349,0.58399,0.49953,0.97444,0.94337,0.961,0.98947,0.84852,0.58871,0.40677,0.97867,0.0003566,0.0003566,0.0003566
85,150.113,0.49989,0.44528,0.92827,0.96141,0.95828,0.98999,0.84749,0.58602,0.40231,0.98181,0.0003368,0.0003368,0.0003368
86,151.841,0.54007,0.45845,0.9488,0.94422,0.97657,0.98877,0.85748,0.58224,0.40229,0.98184,0.000317,0.000317,0.000317
87,153.583,0.53413,0.4508,0.94439,0.92822,0.99472,0.9893,0.85583,0.5773,0.4057,0.98002,0.0002972,0.0002972,0.0002972
88,155.317,0.54646,0.47448,0.95401,0.92605,1,0.98883,0.84682,0.58509,0.41578,0.97955,0.0002774,0.0002774,0.0002774
89,157.035,0.52186,0.44534,0.93631,0.91173,1,0.98718,0.843,0.57533,0.42068,0.96894,0.0002576,0.0002576,0.0002576
90,158.743,0.52146,0.45109,0.94529,0.91005,0.98077,0.98307,0.83326,0.57149,0.42996,0.96087,0.0002378,0.0002378,0.0002378
91,160.854,0.35978,0.45698,0.84968,0.92563,0.98077,0.9835,0.8416,0.58107,0.45283,0.95888,0.000218,0.000218,0.000218
92,162.604,0.35623,0.38288,0.85,0.96141,0.9583,0.98324,0.83753,0.5869,0.45641,0.97569,0.0001982,0.0001982,0.0001982
93,164.299,0.34476,0.34991,0.85143,0.96223,0.97976,0.9911,0.84176,0.58068,0.45844,0.97853,0.0001784,0.0001784,0.0001784
94,165.995,0.37371,0.37641,0.87205,0.94328,0.95945,0.97839,0.83844,0.58375,0.45621,0.98,0.0001586,0.0001586,0.0001586
95,167.696,0.33603,0.34521,0.83139,0.95853,0.94231,0.97847,0.83801,0.57878,0.44323,0.98094,0.0001388,0.0001388,0.0001388
96,169.401,0.36621,0.36147,0.86095,0.95796,0.94231,0.97834,0.83987,0.5852,0.4375,0.99034,0.000119,0.000119,0.000119
97,171.093,0.33824,0.34559,0.84029,0.9576,0.94231,0.97616,0.84302,0.59264,0.43223,0.99608,9.92e-05,9.92e-05,9.92e-05
98,172.803,0.34002,0.33995,0.84181,0.97591,0.96154,0.98698,0.84317,0.5767,0.43403,0.97953,7.94e-05,7.94e-05,7.94e-05
99,174.529,0.33612,0.34334,0.8456,0.9771,0.96154,0.98581,0.84729,0.562,0.43326,0.959,5.96e-05,5.96e-05,5.96e-05
100,176.237,0.34348,0.32964,0.84617,0.97862,0.96154,0.98541,0.85055,0.55693,0.43127,0.95254,3.98e-05,3.98e-05,3.98e-05
